match_id,season,batting_team,bowling_team,target,won,avg_pressure,max_pressure,avg_win_prob,total_wickets,final_score
336025,2007,Chennai Super Kings,Kolkata Knight Riders,149,0,0.068455605790036,1.5441562226756052,0.54124975,0,55
336026,2007,Delhi Capitals,Royal Challengers Bengaluru,154,1,-4.970243443866426,-1.0673076923076916,0.9615727,5,158
336027,2007,Rajasthan Royals,Kolkata Knight Riders,147,1,-0.8918201199598034,2.314285714285715,0.9532093,4,150
336028,2007,Mumbai Indians,Punjab Kings,189,0,-0.24906439235577452,9.0,0.35348368,9,186
336029,2007,Chennai Super Kings,Royal Challengers Bengaluru,126,0,1.58402623048618,78.3529411764706,0.43392783,8,112
336031,2007,Punjab Kings,Sunrisers Hyderabad,175,1,-2.4985728646252436,2.376980817347791,0.8658485,4,178
336032,2007,Delhi Capitals,Mumbai Indians,176,1,-0.9001954713650443,1.92,0.6648053,5,179
336033,2007,Chennai Super Kings,Rajasthan Royals,211,0,1.8223705303928368,49.865546218487395,0.04500381,5,201
336034,2007,Sunrisers Hyderabad,Royal Challengers Bengaluru,156,0,3.072245506589472,18.310344827586206,0.30776644,6,152
336035,2007,Kolkata Knight Riders,Punjab Kings,174,1,3.001956019391319,8.926350245499183,0.46949854,7,175
336036,2007,Rajasthan Royals,Mumbai Indians,145,1,3.3711741981466354,10.263157894736842,0.48121846,5,143
336037,2007,Chennai Super Kings,Sunrisers Hyderabad,147,1,-0.215868687596288,2.114285714285714,0.9762672,3,148
336038,2007,Delhi Capitals,Rajasthan Royals,192,0,8.768721903551397,22.009861048857015,0.03160306,10,87
336039,2007,Chennai Super Kings,Punjab Kings,112,1,-2.002081602380518,1.1799628942486082,0.994224,1,116
336040,2007,Rajasthan Royals,Chennai Super Kings,163,1,1.8384087186272184,3.8823529411764692,0.530403,7,161
392181,2009,Chennai Super Kings,Mumbai Indians,165,0,5.948632572843882,118.73949579831933,0.3920415,7,144
392182,2009,Rajasthan Royals,Royal Challengers Bengaluru,133,0,6.439095182460257,11.69306555513452,0.055195317,10,58
392183,2009,Delhi Capitals,Punjab Kings,104,0,-8.562110517904795,-7.330049261083744,0.05886689,0,58
392184,2009,Sunrisers Hyderabad,Kolkata Knight Riders,101,1,-3.249436030827573,-0.582417582417583,0.9935638,2,104
392185,2009,Royal Challengers Bengaluru,Chennai Super Kings,179,0,5.211520627778751,14.04037267080745,0.16868111,10,87
392186,2009,Kolkata Knight Riders,Punjab Kings,158,0,-0.5196248188093331,5.2365204888569385,0.75844926,1,79
392188,2009,Royal Challengers Bengaluru,Sunrisers Hyderabad,184,0,10.30633795256894,141.98319327731093,0.057794232,8,159
392189,2009,Chennai Super Kings,Delhi Capitals,189,0,-0.5022362311203792,44.92436974789916,0.436308,9,180
392190,2009,Kolkata Knight Riders,Rajasthan Royals,150,0,1.7302630125347298,5.158936946326212,0.16121045,6,149
392191,2009,Punjab Kings,Royal Challengers Bengaluru,168,1,1.1079622775394296,4.533333333333334,0.5951954,3,173
392192,2009,Mumbai Indians,Sunrisers Hyderabad,168,0,4.096910608046965,70.18487394957984,0.37909865,7,155
392194,2009,Delhi Capitals,Royal Challengers Bengaluru,149,1,1.1481332575749172,4.520376175548589,0.58989024,4,150
392195,2009,Rajasthan Royals,Punjab Kings,139,0,8.387433023465569,162.4033613445378,0.09695312,7,111
392196,2009,Sunrisers Hyderabad,Chennai Super Kings,165,1,-2.978706093239748,0.44374719856566536,0.77519166,4,169
392197,2009,Kolkata Knight Riders,Mumbai Indians,187,0,5.513824438971737,13.518633540372669,0.062112637,9,95
392198,2009,Rajasthan Royals,Delhi Capitals,143,1,1.3710760529767132,3.9854269892159726,0.6505264,5,147
392199,2009,Royal Challengers Bengaluru,Kolkata Knight Riders,139,1,0.5397165274209185,3.371428571428571,0.88384897,5,143
392200,2009,Mumbai Indians,Punjab Kings,119,0,3.540648538366781,30.30252100840336,0.1529126,7,113
392201,2009,Delhi Capitals,Sunrisers Hyderabad,148,1,0.5311859023873545,3.2949907235621527,0.57513344,4,150
392202,2009,Rajasthan Royals,Chennai Super Kings,164,0,8.100149529185321,69.53846153846153,0.1882869,9,126
392203,2009,Kolkata Knight Riders,Mumbai Indians,148,0,4.762539336679314,53.042016806722685,0.21497193,6,138
392204,2009,Punjab Kings,Royal Challengers Bengaluru,145,0,2.9578203044379547,41.09243697478992,0.5658616,7,137
392205,2009,Rajasthan Royals,Sunrisers Hyderabad,141,1,1.5701570644600775,6.685714285714286,0.7010663,7,142
392206,2009,Delhi Capitals,Chennai Super Kings,163,0,4.941736872403597,124.89075630252101,0.39366448,8,141
392207,2009,Punjab Kings,Kolkata Knight Riders,153,1,-0.21713705934865274,5.74932614555256,0.6596151,4,153
392208,2009,Royal Challengers Bengaluru,Mumbai Indians,149,1,-1.4115527824580916,1.1318308119790057,0.7916408,1,150
392209,2009,Sunrisers Hyderabad,Chennai Super Kings,178,0,3.4858548532667806,9.590296495956872,0.11097784,10,100
392210,2009,Punjab Kings,Rajasthan Royals,211,0,23.679183145872166,461.29411764705884,0.00015420176,8,133
392211,2009,Delhi Capitals,Kolkata Knight Riders,154,1,-1.0314800798743757,2.9417685118619703,0.90109986,1,157
392212,2009,Mumbai Indians,Sunrisers Hyderabad,145,0,5.235416802886156,113.69747899159664,0.34804577,8,125
392213,2009,Rajasthan Royals,Royal Challengers Bengaluru,105,1,-1.0663812290556216,4.171428571428571,0.98679847,3,107
392214,2009,Punjab Kings,Chennai Super Kings,185,0,-0.28324126531652366,4.166666666666666,0.4916851,3,174
392215,2009,Delhi Capitals,Mumbai Indians,116,1,0.4607885193958501,3.527599486521181,0.9231523,3,118
392216,2009,Punjab Kings,Sunrisers Hyderabad,168,1,0.026647555351461138,4.32,0.5457759,7,169
392217,2009,Chennai Super Kings,Rajasthan Royals,140,1,0.6844102926217772,3.1347962382445145,0.82655096,3,141
392218,2009,Royal Challengers Bengaluru,Mumbai Indians,157,0,7.100390335870073,119.14285714285714,0.13142762,7,136
392219,2009,Delhi Capitals,Kolkata Knight Riders,123,0,-2.3019328140011868,0.5686274509803919,0.5758424,3,125
392220,2009,Rajasthan Royals,Sunrisers Hyderabad,166,0,10.393489453778948,100.2051282051282,0.06023864,10,113
392221,2009,Royal Challengers Bengaluru,Kolkata Knight Riders,173,1,3.055794732300726,6.461538461538461,0.5821303,4,176
392222,2009,Mumbai Indians,Punjab Kings,119,0,-2.2627253721445797,4.084831056793673,0.54189336,2,122
392223,2009,Sunrisers Hyderabad,Delhi Capitals,173,0,0.31496487918132876,27.813559322033896,0.4903434,10,161
392224,2009,Royal Challengers Bengaluru,Chennai Super Kings,129,1,0.8966823766429907,3.6103896103896105,0.5536643,8,132
392225,2009,Mumbai Indians,Rajasthan Royals,145,0,3.1769659930381455,5.445484747810329,0.25761178,10,143
392226,2009,Punjab Kings,Delhi Capitals,120,0,0.6038898498779481,5.028571428571429,0.23682469,4,123
392227,2009,Chennai Super Kings,Mumbai Indians,147,1,1.5494920603570548,3.9269905145156674,0.9513288,3,151
392228,2009,Sunrisers Hyderabad,Kolkata Knight Riders,160,1,2.769588825768377,28.235294117647058,0.67191136,4,154
392229,2009,Sunrisers Hyderabad,Punjab Kings,134,0,1.5690524959357532,11.394957983193276,0.34835234,7,131
392230,2009,Rajasthan Royals,Delhi Capitals,150,0,6.91120911283522,77.14285714285714,0.047862697,9,136
392231,2009,Kolkata Knight Riders,Chennai Super Kings,188,1,1.7067471786078403,4.848310567936736,0.6166818,3,188
392232,2009,Royal Challengers Bengaluru,Delhi Capitals,134,1,1.619732241022524,4.4399999999999995,0.7805729,3,135
392233,2009,Kolkata Knight Riders,Rajasthan Royals,101,1,1.1532678460333592,2.866666666666667,0.9940291,6,102
392234,2009,Punjab Kings,Chennai Super Kings,116,0,8.079412317747959,139.3613445378151,0.16473162,8,92
392235,2009,Delhi Capitals,Mumbai Indians,165,1,-3.222640636745221,-0.5555555555555554,0.7700079,6,166
392236,2009,Sunrisers Hyderabad,Royal Challengers Bengaluru,170,0,3.256892856160813,70.08403361344537,0.32439902,6,157
392237,2009,Sunrisers Hyderabad,Delhi Capitals,153,1,-6.920927397560081,-3.8432782171099937,0.92953104,4,154
392238,2009,Royal Challengers Bengaluru,Chennai Super Kings,146,1,-1.829878553886976,2.0816326530612237,0.836028,4,149
392239,2009,Royal Challengers Bengaluru,Sunrisers Hyderabad,143,0,2.714950934853435,35.14285714285714,0.4931971,9,136
419106,2009,Sunrisers Hyderabad,Kolkata Knight Riders,161,0,0.761209044713931,64.4873949579832,0.67951643,7,149
419107,2009,Rajasthan Royals,Mumbai Indians,212,0,4.51193033159498,31.66386554621849,0.011964552,7,205
419108,2009,Delhi Capitals,Punjab Kings,142,1,0.5192320900614024,2.646464646464646,0.7185619,5,146
419109,2009,Kolkata Knight Riders,Royal Challengers Bengaluru,135,1,-3.964501882768721,0.8910891089108919,0.9462334,3,136
419110,2009,Chennai Super Kings,Sunrisers Hyderabad,190,0,11.778028154666536,184.03361344537814,0.13051464,9,158
419111,2009,Delhi Capitals,Rajasthan Royals,141,1,-5.791574747679882,-2.403409090909091,0.96727973,4,142
419112,2009,Royal Challengers Bengaluru,Punjab Kings,203,1,0.8569789146744929,6.207045291157441,0.9336594,2,204
419113,2009,Kolkata Knight Riders,Chennai Super Kings,164,0,8.319603338775007,76.86206896551724,0.08884045,10,109
419114,2009,Delhi Capitals,Mumbai Indians,218,0,4.880029432271951,20.727272727272727,0.093483895,9,120
419115,2009,Royal Challengers Bengaluru,Rajasthan Royals,92,1,-7.960044491161041,-6.08,0.991115,0,93
419116,2009,Chennai Super Kings,Delhi Capitals,185,1,-2.2312812144436713,1.9831578947368413,0.7092984,5,190
419117,2009,Punjab Kings,Sunrisers Hyderabad,170,0,7.562502951550229,51.9327731092437,0.030810503,8,160
419118,2009,Kolkata Knight Riders,Rajasthan Royals,168,0,9.847613560483126,197.2436974789916,0.24719156,5,134
419119,2009,Royal Challengers Bengaluru,Mumbai Indians,151,1,-1.7154332647195114,5.055555555555555,0.8812889,3,155
419120,2009,Delhi Capitals,Sunrisers Hyderabad,171,0,1.9053665223415817,57.9327731092437,0.4848005,9,160
419121,2009,Chennai Super Kings,Punjab Kings,136,0,-0.8288366217801414,4.17391304347826,0.7345805,6,136
419122,2009,Mumbai Indians,Kolkata Knight Riders,155,1,-2.100054006402248,1.114285714285712,0.9343036,3,156
419123,2009,Chennai Super Kings,Royal Challengers Bengaluru,171,0,11.847059020294816,209.19327731092437,0.14778608,7,135
419124,2009,Punjab Kings,Rajasthan Royals,183,0,1.6997995738018454,29.2695652173913,0.40592515,10,152
419125,2009,Mumbai Indians,Chennai Super Kings,180,1,-1.320897440274422,1.4400000000000004,0.8258491,5,181
419126,2009,Rajasthan Royals,Sunrisers Hyderabad,148,1,-3.6706517683906514,1.2549019607843137,0.93196434,2,151
419127,2009,Punjab Kings,Kolkata Knight Riders,183,0,12.06042130535589,226.73949579831933,0.114537574,6,144
419128,2009,Royal Challengers Bengaluru,Delhi Capitals,183,0,6.172137000832039,99.68067226890756,0.30190727,9,165
419129,2009,Chennai Super Kings,Rajasthan Royals,177,0,4.753914268042223,99.98319327731093,0.57567996,6,159
419130,2009,Sunrisers Hyderabad,Mumbai Indians,172,0,1.668478438713904,10.156334231805928,0.18980213,10,131
419131,2009,Kolkata Knight Riders,Delhi Capitals,177,0,12.089029149755428,233.0924369747899,0.09637864,8,137
419132,2009,Mumbai Indians,Punjab Kings,163,1,0.7350853435089578,3.446441409058232,0.58138907,6,164
419133,2009,Chennai Super Kings,Royal Challengers Bengaluru,161,1,-1.9017564354370748,1.781452192667146,0.8487031,5,162
419134,2009,Rajasthan Royals,Delhi Capitals,188,0,6.266975456483905,21.86522911051213,0.015951078,10,121
419135,2009,Sunrisers Hyderabad,Kolkata Knight Riders,181,0,5.397503484029872,136.08403361344537,0.38254592,5,157
419136,2009,Royal Challengers Bengaluru,Punjab Kings,181,1,1.5853772437873181,4.9734004313443565,0.5096675,4,184
419137,2009,Rajasthan Royals,Chennai Super Kings,246,0,7.543507069860165,132.80672268907563,0.0018074989,5,222
419138,2009,Sunrisers Hyderabad,Mumbai Indians,178,0,6.860171720467312,31.527272727272724,0.20527071,10,115
419139,2009,Punjab Kings,Kolkata Knight Riders,200,1,-2.491587551168873,0.8626887131560022,0.83613527,2,204
419140,2009,Royal Challengers Bengaluru,Delhi Capitals,184,0,11.134825619377022,214.58823529411765,0.15095034,9,147
419141,2009,Sunrisers Hyderabad,Rajasthan Royals,159,0,-0.48062014492898647,4.388888888888889,0.6108926,9,157
419142,2009,Mumbai Indians,Chennai Super Kings,165,0,7.570039913674789,136.890756302521,0.4058388,8,141
419143,2009,Rajasthan Royals,Punjab Kings,153,1,-6.648215906642611,-0.8571428571428577,0.9237245,1,157
419144,2009,Delhi Capitals,Kolkata Knight Riders,181,0,4.290705201553155,99.78151260504201,0.38079146,8,163
419145,2009,Sunrisers Hyderabad,Royal Challengers Bengaluru,184,1,2.936532056206147,5.523809523809525,0.48423767,3,186
419146,2009,Punjab Kings,Mumbai Indians,154,1,-1.6745053722020031,1.2000000000000002,0.8685994,4,158
419147,2009,Sunrisers Hyderabad,Chennai Super Kings,138,1,0.8967941496214732,3.314285714285714,0.74872917,4,139
419148,2009,Royal Challengers Bengaluru,Kolkata Knight Riders,160,1,0.8069686006942425,5.377800937988536,0.6875008,3,162
419149,2009,Punjab Kings,Delhi Capitals,111,1,-1.391778552116721,1.7165190203230853,0.9980677,3,112
419150,2009,Rajasthan Royals,Mumbai Indians,174,0,13.715855583453134,227.19327731092437,0.07550997,7,135
419151,2009,Royal Challengers Bengaluru,Sunrisers Hyderabad,151,0,3.2344570015825256,71.04201680672269,0.268037,10,138
419152,2009,Delhi Capitals,Mumbai Indians,183,0,9.508228720270726,238.8403361344538,0.24035768,7,142
419153,2009,Chennai Super Kings,Kolkata Knight Riders,139,1,-6.315263587595346,-1.9326923076923075,0.9277845,1,143
419154,2009,Royal Challengers Bengaluru,Rajasthan Royals,130,1,-4.684262213341815,3.333333333333333,0.8913722,5,132
419155,2009,Delhi Capitals,Chennai Super Kings,112,1,0.051020928031750915,3.2347230154197604,0.9910638,4,113
419156,2009,Sunrisers Hyderabad,Punjab Kings,174,0,0.046780857148063223,2.0746647335991293,0.5571953,5,178
419157,2009,Royal Challengers Bengaluru,Mumbai Indians,191,0,18.173488206203594,359.4453781512605,0.11720827,9,130
419158,2009,Kolkata Knight Riders,Rajasthan Royals,132,1,-1.8580714597834826,0.22500000000000053,0.7465156,2,133
419159,2009,Chennai Super Kings,Punjab Kings,192,1,2.739866203265683,7.111111111111111,0.40387365,4,195
419160,2009,Delhi Capitals,Sunrisers Hyderabad,145,0,4.389725031231738,65.29411764705883,0.1557717,7,133
419161,2009,Kolkata Knight Riders,Mumbai Indians,133,1,-1.326230827520119,2.0480769230769234,0.9331957,1,135
419162,2009,Royal Challengers Bengaluru,Mumbai Indians,184,0,8.673852855867205,214.58823529411765,0.19157833,9,147
419163,2009,Sunrisers Hyderabad,Chennai Super Kings,142,0,7.823224868928357,51.62068965517241,0.29671708,10,104
419164,2009,Royal Challengers Bengaluru,Sunrisers Hyderabad,82,1,-2.497035399624513,-0.7566440854611778,0.9984042,1,86
419165,2009,Mumbai Indians,Chennai Super Kings,168,0,9.14790267242641,130.6890756302521,0.11678327,9,145
501198,2011,Kolkata Knight Riders,Chennai Super Kings,153,0,0.6242999498315017,10.436974789915965,0.6123937,7,150
501199,2011,Rajasthan Royals,Sunrisers Hyderabad,137,1,1.135483971029567,3.7788461538461533,0.76027155,2,141
501200,2011,Royal Challengers Bengaluru,Kochi Tuskers Kerala,161,1,0.319422218662813,3.3683609366076537,0.65996134,4,162
501201,2011,Mumbai Indians,Delhi Capitals,95,1,-1.1008305823491846,2.5,0.9978867,2,99
501202,2011,Pune Warriors,Punjab Kings,112,1,-3.011573303910403,2.8888888888888893,0.9936894,3,113
501203,2011,Sunrisers Hyderabad,Kolkata Knight Riders,163,0,6.411167114236723,88.58823529411765,0.20712316,8,147
501204,2011,Rajasthan Royals,Delhi Capitals,151,1,-2.006751441351032,1.166666666666667,0.8607133,4,152
501205,2011,Mumbai Indians,Royal Challengers Bengaluru,140,1,-1.8952700640291404,1.666666666666667,0.940795,1,143
501206,2011,Punjab Kings,Chennai Super Kings,188,1,-1.2613922211157875,2.9714285714285724,0.7883625,4,193
501207,2011,Pune Warriors,Kochi Tuskers Kerala,148,1,0.1369570374637825,2.5999999999999996,0.5860079,6,151
501208,2011,Royal Challengers Bengaluru,Sunrisers Hyderabad,175,0,12.299429101598966,202.94117647058823,0.10918985,9,140
501209,2011,Kolkata Knight Riders,Rajasthan Royals,159,1,-2.3790575965911414,4.388888888888889,0.86295956,1,160
501210,2011,Kochi Tuskers Kerala,Mumbai Indians,182,1,1.0378783536253287,5.666666666666666,0.6987959,2,184
501211,2011,Royal Challengers Bengaluru,Chennai Super Kings,183,0,8.350372516839098,123.88235294117646,0.0980929,7,161
501212,2011,Punjab Kings,Sunrisers Hyderabad,165,1,-3.7086165763792676,0.7513914656771803,0.8417311,2,166
501213,2011,Delhi Capitals,Pune Warriors,187,1,0.2628522250705069,5.771428571428572,0.565931,7,190
501214,2011,Kolkata Knight Riders,Rajasthan Royals,81,1,-1.2039711935674853,0.19531696173615076,0.99813247,2,85
501215,2011,Kochi Tuskers Kerala,Chennai Super Kings,131,1,-3.6435993741169295,1.7222222222222223,0.9356204,3,135
501216,2011,Delhi Capitals,Sunrisers Hyderabad,168,0,6.054689605019992,88.33613445378151,0.24681978,7,152
501218,2011,Mumbai Indians,Pune Warriors,118,1,-0.35408050473861297,2.235294117647059,0.7896433,3,118
501219,2011,Kolkata Knight Riders,Kochi Tuskers Kerala,132,0,2.7615976412829024,35.69747899159664,0.27093652,9,125
501220,2011,Rajasthan Royals,Punjab Kings,195,0,15.170606235696527,286.6386554621849,0.067078725,7,146
501221,2011,Chennai Super Kings,Mumbai Indians,164,0,2.8674801111110373,52.23529411764706,0.34449083,9,154
501222,2011,Royal Challengers Bengaluru,Kolkata Knight Riders,171,0,-2.841572028916624,3.7800937988535708,0.60957575,1,175
501223,2011,Punjab Kings,Delhi Capitals,231,0,9.32977113868723,169.8655462184874,0.001580339,6,201
501224,2011,Sunrisers Hyderabad,Mumbai Indians,172,0,10.737627756210173,239.39495798319328,0.19374652,8,131
501225,2011,Rajasthan Royals,Kochi Tuskers Kerala,109,1,-2.3749188745637935,-0.08842105263157851,0.9984714,2,111
501226,2011,Pune Warriors,Chennai Super Kings,142,0,6.573018327799541,144.10084033613447,0.41039667,9,117
501227,2011,Royal Challengers Bengaluru,Delhi Capitals,160,1,-2.9293578573783825,1.182266009852218,0.83284545,7,161
501228,2011,Chennai Super Kings,Pune Warriors,141,1,1.298734970689514,6.722222222222222,0.8925783,2,145
501229,2011,Kochi Tuskers Kerala,Sunrisers Hyderabad,129,0,4.671455207140346,11.229437229437229,0.012318919,10,74
501230,2011,Delhi Capitals,Kolkata Knight Riders,148,0,5.857333777510269,101.4453781512605,0.17008027,9,130
501231,2011,Rajasthan Royals,Mumbai Indians,94,1,0.25696729890948866,2.756756756756756,0.9990127,3,95
501232,2011,Pune Warriors,Royal Challengers Bengaluru,181,0,9.10370736946772,154.23529411764707,0.2699746,5,154
501233,2011,Kochi Tuskers Kerala,Delhi Capitals,157,0,5.8733902655892445,26.252844500632108,0.09028248,10,119
501234,2011,Kolkata Knight Riders,Punjab Kings,119,1,-2.809774018191533,1.3989218328840964,0.7351324,2,120
501235,2011,Rajasthan Royals,Pune Warriors,143,1,1.7022587944666703,4.2129594543387645,0.74226546,4,144
501236,2011,Sunrisers Hyderabad,Chennai Super Kings,165,0,2.041350306405446,106.63865546218487,0.6171367,7,146
501237,2011,Punjab Kings,Mumbai Indians,159,0,8.05633237147433,137.19327731092437,0.19056696,8,135
501238,2011,Kochi Tuskers Kerala,Delhi Capitals,140,1,-5.4527452640683824,-2.76,0.9632541,3,141
501239,2011,Sunrisers Hyderabad,Kolkata Knight Riders,169,0,6.864855910129253,124.58823529411765,0.20875391,6,147
501240,2011,Chennai Super Kings,Rajasthan Royals,147,1,-1.213689810303414,4.102084831056794,0.9833918,2,149
501241,2011,Pune Warriors,Mumbai Indians,160,0,9.01907743275064,118.99159663865547,0.13380554,7,139
501242,2011,Kolkata Knight Riders,Kochi Tuskers Kerala,156,0,4.573967673528842,94.99159663865547,0.2999823,6,139
501243,2011,Delhi Capitals,Sunrisers Hyderabad,175,1,1.0119290610385887,6.677740863787375,0.6318747,6,179
501244,2011,Punjab Kings,Royal Challengers Bengaluru,205,0,25.99237581182458,540.2521008403361,0.004965526,9,114
501245,2011,Kolkata Knight Riders,Chennai Super Kings,114,0,-0.5194947732781822,0.48523748395378696,0.4884118,2,61
501246,2011,Delhi Capitals,Mumbai Indians,178,0,12.721743220037213,184.6386554621849,0.036005463,9,146
501247,2011,Royal Challengers Bengaluru,Kochi Tuskers Kerala,125,1,-10.552712183405413,-8.28959555418339,0.9728007,1,128
501248,2011,Pune Warriors,Punjab Kings,119,1,-2.3922537773498482,3.2777777777777777,0.7844923,5,120
501249,2011,Rajasthan Royals,Chennai Super Kings,196,0,10.664008977880847,119.17948717948718,0.105058216,10,133
501250,2011,Pune Warriors,Sunrisers Hyderabad,136,1,-3.1716429591258266,-1.1999999999999993,0.8231264,4,137
501251,2011,Mumbai Indians,Punjab Kings,163,0,3.171965660471628,4.574999999999999,0.19263054,10,87
501252,2011,Royal Challengers Bengaluru,Rajasthan Royals,146,1,-4.039361257816863,-2.171428571428571,0.96846366,1,151
501253,2011,Delhi Capitals,Chennai Super Kings,176,0,6.744252308031743,100.03361344537815,0.39161107,6,158
501254,2011,Punjab Kings,Kochi Tuskers Kerala,178,1,-0.8063519145404964,3.2785145888594167,0.73348993,4,181
501255,2011,Royal Challengers Bengaluru,Kolkata Knight Riders,89,1,-9.876680443285792,-8.012925969447707,0.9824014,6,105
501256,2011,Mumbai Indians,Sunrisers Hyderabad,135,0,7.07672144326592,65.7983193277311,0.20221603,7,123
501257,2011,Delhi Capitals,Punjab Kings,170,0,10.039083122573276,166.890756302521,0.1084069,8,141
501258,2011,Kochi Tuskers Kerala,Rajasthan Royals,97,1,-12.74049342792975,-10.38,0.96218586,2,98
501259,2011,Sunrisers Hyderabad,Pune Warriors,136,1,-1.4714635503191278,1.957866427610936,0.77489287,4,138
501260,2011,Royal Challengers Bengaluru,Punjab Kings,232,0,12.504786917210808,29.88235294117647,4.1181826e-05,10,121
501261,2011,Kochi Tuskers Kerala,Chennai Super Kings,152,0,5.539790876230887,70.99159663865547,0.30513766,5,139
